invoice_id,Branch,City,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,Total_amount,hour,Day,Month,Time_of_Day,Profit_USD,Profit
1607,WALM027,Abilene,Home and lifestyle,83.0,3.0,2021-03-06,2025-07-22 11:03:00,Ewallet,8.0,0.48,249.0,11,Saturday,March,Morning,1.1951999999999998,1.1951999999999998
1608,WALM063,Georgetown,Fashion accessories,45.0,3.0,2023-07-07,2025-07-22 06:42:00,Ewallet,8.0,0.33,135.0,6,Friday,July,Morning,0.4455,0.4455
1609,WALM094,Alamo,Home and lifestyle,29.0,3.0,2020-11-20,2025-07-22 17:00:00,Ewallet,6.0,0.33,87.0,17,Friday,November,Evening,0.2871,0.2871
1610,WALM041,Mission,Fashion accessories,83.0,3.0,2020-10-02,2025-07-22 13:55:00,Ewallet,5.0,0.48,249.0,13,Friday,October,Afternoon,1.1951999999999998,1.1951999999999998
1611,WALM068,Burleson,Home and lifestyle,55.0,3.0,2023-05-12,2025-07-22 15:44:00,Ewallet,7.0,0.33,165.0,15,Friday,May,Afternoon,0.5445,0.5445
1612,WALM054,Sherman,Fashion accessories,42.0,3.0,2020-10-13,2025-07-22 17:23:00,Ewallet,6.0,0.21,126.0,17,Tuesday,October,Evening,0.2646,0.2646
1613,WALM030,Richardson,Home and lifestyle,52.0,1.0,2020-07-22,2025-07-22 20:15:00,Ewallet,6.0,0.48,52.0,20,Wednesday,July,Evening,0.2496,0.2496
1614,WALM005,Fort Worth,Fashion accessories,52.0,3.0,2020-03-21,2025-07-22 08:45:00,Ewallet,9.0,0.48,156.0,8,Saturday,March,Morning,0.7487999999999999,0.7487999999999999
1615,WALM021,McAllen,Home and lifestyle,17.0,3.0,2023-05-08,2025-07-22 15:17:00,Ewallet,4.0,0.48,51.0,15,Monday,May,Afternoon,0.2448,0.2448
1616,WALM084,Schertz,Fashion accessories,55.0,1.0,2023-04-20,2025-07-22 19:48:00,Ewallet,8.0,0.33,55.0,19,Thursday,April,Evening,0.1815,0.1815
1617,WALM051,New Braunfels,Home and lifestyle,52.0,1.0,2022-02-14,2025-07-22 17:08:00,Ewallet,7.0,0.48,52.0,17,Monday,February,Evening,0.2496,0.2496
1618,WALM083,Farmers Branch,Fashion accessories,72.0,3.0,2023-06-26,2025-07-22 22:53:00,Ewallet,8.0,0.33,216.0,22,Monday,June,Night,0.7128,0.7128
1619,WALM040,Edinburg,Home and lifestyle,43.0,1.0,2021-01-06,2025-07-22 11:30:00,Ewallet,4.0,0.48,43.0,11,Wednesday,January,Morning,0.20639999999999997,0.20639999999999997
1620,WALM047,Flower Mound,Fashion accessories,29.0,1.0,2023-05-28,2025-07-22 15:12:00,Ewallet,7.0,0.48,29.0,15,Sunday,May,Afternoon,0.1392,0.1392
1621,WALM085,Kerrville,Home and lifestyle,74.0,2.0,2021-12-18,2025-07-22 15:07:00,Ewallet,9.0,0.33,148.0,15,Saturday,December,Afternoon,0.4884,0.4884
1622,WALM031,Lewisville,Fashion accessories,85.0,1.0,2022-08-09,2025-07-22 07:33:00,Ewallet,8.0,0.48,85.0,7,Tuesday,August,Morning,0.408,0.408
1623,WALM038,Sugar Land,Home and lifestyle,82.0,3.0,2021-06-20,2025-07-22 06:06:00,Ewallet,9.0,0.48,246.0,6,Sunday,June,Morning,1.1807999999999998,1.1807999999999998
1624,WALM043,Baytown,Fashion accessories,33.0,3.0,2020-02-16,2025-07-22 17:57:00,Ewallet,6.0,0.48,99.0,17,Sunday,February,Evening,0.47519999999999996,0.47519999999999996
1625,WALM083,Farmers Branch,Home and lifestyle,28.0,2.0,2023-01-01,2025-07-22 19:48:00,Ewallet,7.0,0.33,56.0,19,Sunday,January,Evening,0.1848,0.1848
1626,WALM081,Friendswood,Fashion accessories,23.0,3.0,2022-08-27,2025-07-22 16:59:00,Ewallet,4.0,0.33,69.0,16,Saturday,August,Afternoon,0.22769999999999999,0.22769999999999999
1627,WALM001,Houston,Home and lifestyle,63.0,1.0,2020-09-09,2025-07-22 18:39:00,Ewallet,4.0,0.36,63.0,18,Wednesday,September,Evening,0.2268,0.2268
1628,WALM008,Corpus Christi,Fashion accessories,64.0,3.0,2020-05-20,2025-07-22 11:38:00,Ewallet,8.0,0.48,192.0,11,Wednesday,May,Morning,0.9216,0.9216
1629,WALM012,Garland,Home and lifestyle,54.0,2.0,2022-09-06,2025-07-22 21:03:00,Ewallet,4.0,0.48,108.0,21,Tuesday,September,Night,0.5184,0.5184
1630,WALM084,Schertz,Fashion accessories,48.0,3.0,2020-02-21,2025-07-22 11:58:00,Ewallet,7.0,0.33,144.0,11,Friday,February,Morning,0.4752,0.4752
1631,WALM078,Del Rio,Home and lifestyle,36.0,2.0,2021-10-24,2025-07-22 08:37:00,Ewallet,7.0,0.33,72.0,8,Sunday,October,Morning,0.2376,0.2376
1632,WALM071,Lufkin,Fashion accessories,49.0,2.0,2020-01-15,2025-07-22 18:14:00,Ewallet,8.0,0.33,98.0,18,Wednesday,January,Evening,0.3234,0.3234
1633,WALM068,Burleson,Home and lifestyle,58.0,2.0,2020-07-29,2025-07-22 09:26:00,Ewallet,5.0,0.33,116.0,9,Wednesday,July,Morning,0.3828,0.3828
1634,WALM097,Alice,Fashion accessories,23.0,3.0,2020-11-04,2025-07-22 20:01:00,Ewallet,9.0,0.18,69.0,20,Wednesday,November,Evening,0.12419999999999999,0.12419999999999999
1635,WALM015,Grand Prairie,Home and lifestyle,47.0,1.0,2023-09-04,2025-07-22 20:10:00,Ewallet,9.0,0.48,47.0,20,Monday,September,Evening,0.22559999999999997,0.22559999999999997
1636,WALM015,Grand Prairie,Fashion accessories,37.0,3.0,2023-12-08,2025-07-22 11:12:00,Ewallet,6.0,0.48,111.0,11,Friday,December,Morning,0.5327999999999999,0.5327999999999999
1637,WALM029,Round Rock,Home and lifestyle,76.0,3.0,2020-01-22,2025-07-22 10:57:00,Ewallet,6.0,0.48,228.0,10,Wednesday,January,Morning,1.0943999999999998,1.0943999999999998
1638,WALM007,Arlington,Fashion accessories,48.0,1.0,2021-01-03,2025-07-22 20:40:00,Ewallet,4.0,0.48,48.0,20,Sunday,January,Evening,0.2304,0.2304
1639,WALM018,Frisco,Home and lifestyle,27.0,2.0,2022-07-08,2025-07-22 16:31:00,Ewallet,6.0,0.48,54.0,16,Friday,July,Afternoon,0.2592,0.2592
1640,WALM043,Baytown,Fashion accessories,64.0,3.0,2020-10-13,2025-07-22 09:33:00,Ewallet,4.0,0.48,192.0,9,Tuesday,October,Morning,0.9216,0.9216
1641,WALM093,Angleton,Home and lifestyle,80.0,2.0,2023-12-14,2025-07-22 12:41:00,Ewallet,7.0,0.33,160.0,12,Thursday,December,Afternoon,0.528,0.528
1642,WALM053,Conroe,Fashion accessories,76.0,2.0,2021-12-31,2025-07-22 07:01:00,Ewallet,9.0,0.57,152.0,7,Friday,December,Morning,0.8664,0.8664
1643,WALM050,Victoria,Home and lifestyle,29.0,1.0,2023-10-01,2025-07-22 09:25:00,Ewallet,7.0,0.48,29.0,9,Sunday,October,Morning,0.1392,0.1392
1644,WALM091,Little Elm,Fashion accessories,17.0,1.0,2021-02-02,2025-07-22 14:12:00,Ewallet,8.0,0.33,17.0,14,Tuesday,February,Afternoon,0.0561,0.0561
1645,WALM084,Schertz,Home and lifestyle,63.0,2.0,2021-01-03,2025-07-22 22:36:00,Ewallet,8.0,0.33,126.0,22,Sunday,January,Night,0.4158,0.4158
1646,WALM008,Corpus Christi,Fashion accessories,65.0,3.0,2022-06-25,2025-07-22 15:51:00,Ewallet,4.0,0.48,195.0,15,Saturday,June,Afternoon,0.9359999999999999,0.9359999999999999
1647,WALM006,El Paso,Home and lifestyle,29.0,1.0,2023-10-31,2025-07-22 09:38:00,Ewallet,8.0,0.48,29.0,9,Tuesday,October,Morning,0.1392,0.1392
1648,WALM020,Killeen,Fashion accessories,50.0,3.0,2023-03-20,2025-07-22 06:09:00,Ewallet,4.0,0.48,150.0,6,Monday,March,Morning,0.72,0.72
1649,WALM046,Temple,Home and lifestyle,52.0,1.0,2021-11-26,2025-07-22 16:31:00,Ewallet,6.0,0.48,52.0,16,Friday,November,Afternoon,0.2496,0.2496
1650,WALM089,Southlake,Fashion accessories,63.0,2.0,2023-09-22,2025-07-22 12:12:00,Ewallet,8.0,0.33,126.0,12,Friday,September,Afternoon,0.4158,0.4158
1651,WALM047,Flower Mound,Home and lifestyle,37.0,2.0,2021-08-28,2025-07-22 17:17:00,Ewallet,4.0,0.48,74.0,17,Saturday,August,Evening,0.35519999999999996,0.35519999999999996
1652,WALM058,Port Arthur,Fashion accessories,34.0,3.0,2021-01-10,2025-07-22 15:26:00,Ewallet,9.0,0.33,102.0,15,Sunday,January,Afternoon,0.3366,0.3366
1653,WALM039,Longview,Home and lifestyle,54.0,3.0,2021-02-15,2025-07-22 12:52:00,Ewallet,6.0,0.48,162.0,12,Monday,February,Afternoon,0.7776,0.7776
1654,WALM100,Canyon,Fashion accessories,65.0,2.0,2023-08-13,2025-07-22 08:52:00,Ewallet,4.0,0.18,130.0,8,Sunday,August,Morning,0.23399999999999999,0.23399999999999999
1655,WALM035,San Angelo,Home and lifestyle,58.0,2.0,2023-06-26,2025-07-22 19:54:00,Ewallet,6.0,0.48,116.0,19,Monday,June,Evening,0.5568,0.5568
1656,WALM028,Odessa,Fashion accessories,58.0,1.0,2020-12-09,2025-07-22 16:50:00,Ewallet,5.0,0.48,58.0,16,Wednesday,December,Afternoon,0.2784,0.2784
1657,WALM014,Amarillo,Home and lifestyle,85.0,1.0,2023-05-06,2025-07-22 17:34:00,Ewallet,7.0,0.48,85.0,17,Saturday,May,Evening,0.408,0.408
1658,WALM067,Haltom City,Fashion accessories,25.0,3.0,2021-11-14,2025-07-22 14:29:00,Ewallet,7.0,0.33,75.0,14,Sunday,November,Afternoon,0.2475,0.2475
1659,WALM060,DeSoto,Home and lifestyle,26.0,1.0,2021-08-06,2025-07-22 22:06:00,Ewallet,5.0,0.33,26.0,22,Friday,August,Night,0.0858,0.0858
1660,WALM030,Richardson,Fashion accessories,28.0,2.0,2022-05-03,2025-07-22 21:56:00,Ewallet,4.0,0.48,56.0,21,Tuesday,May,Night,0.2688,0.2688
1661,WALM046,Temple,Home and lifestyle,75.0,1.0,2022-11-12,2025-07-22 21:51:00,Ewallet,7.0,0.48,75.0,21,Saturday,November,Night,0.36,0.36
1662,WALM100,Canyon,Fashion accessories,18.0,2.0,2020-02-20,2025-07-22 09:22:00,Ewallet,7.0,0.18,36.0,9,Thursday,February,Morning,0.0648,0.0648
1663,WALM040,Edinburg,Home and lifestyle,30.0,1.0,2023-04-21,2025-07-22 10:01:00,Ewallet,8.0,0.48,30.0,10,Friday,April,Morning,0.144,0.144
1664,WALM018,Frisco,Fashion accessories,18.0,2.0,2021-09-19,2025-07-22 06:30:00,Ewallet,7.0,0.48,36.0,6,Sunday,September,Morning,0.17279999999999998,0.17279999999999998
1665,WALM087,Waxahachie,Home and lifestyle,34.0,2.0,2022-02-17,2025-07-22 14:14:00,Ewallet,4.0,0.33,68.0,14,Thursday,February,Afternoon,0.2244,0.2244
1666,WALM030,Richardson,Fashion accessories,59.0,1.0,2023-09-02,2025-07-22 12:45:00,Ewallet,8.0,0.48,59.0,12,Saturday,September,Afternoon,0.28319999999999995,0.28319999999999995
1667,WALM041,Mission,Home and lifestyle,36.0,3.0,2020-08-28,2025-07-22 14:37:00,Ewallet,8.0,0.48,108.0,14,Friday,August,Afternoon,0.5184,0.5184
1668,WALM022,Mesquite,Fashion accessories,45.0,1.0,2022-06-28,2025-07-22 13:22:00,Ewallet,6.0,0.48,45.0,13,Tuesday,June,Afternoon,0.21599999999999997,0.21599999999999997
1669,WALM045,Missouri City,Home and lifestyle,23.0,1.0,2022-04-26,2025-07-22 18:42:00,Credit card,7.0,0.48,23.0,18,Tuesday,April,Evening,0.11039999999999998,0.11039999999999998
1670,WALM097,Alice,Fashion accessories,19.0,2.0,2020-10-02,2025-07-22 12:30:00,Ewallet,4.0,0.18,38.0,12,Friday,October,Afternoon,0.0684,0.0684
1671,WALM020,Killeen,Home and lifestyle,21.0,2.0,2022-02-22,2025-07-22 15:26:00,Ewallet,5.0,0.48,42.0,15,Tuesday,February,Afternoon,0.20159999999999997,0.20159999999999997
1672,WALM048,Harlingen,Fashion accessories,53.0,3.0,2022-08-06,2025-07-22 17:13:00,Ewallet,6.0,0.48,159.0,17,Saturday,August,Evening,0.7631999999999999,0.7631999999999999
1673,WALM028,Odessa,Home and lifestyle,30.0,1.0,2023-02-28,2025-07-22 19:19:00,Ewallet,7.0,0.48,30.0,19,Tuesday,February,Evening,0.144,0.144
1674,WALM088,Cleburne,Fashion accessories,47.0,3.0,2020-12-20,2025-07-22 09:36:00,Ewallet,5.0,0.33,141.0,9,Sunday,December,Morning,0.4653,0.4653
1675,WALM085,Kerrville,Home and lifestyle,20.0,1.0,2023-11-14,2025-07-22 18:37:00,Ewallet,6.0,0.33,20.0,18,Tuesday,November,Evening,0.066,0.066
1676,WALM036,Allen,Fashion accessories,24.0,3.0,2023-08-17,2025-07-22 06:17:00,Ewallet,9.0,0.48,72.0,6,Thursday,August,Morning,0.34559999999999996,0.34559999999999996
1677,WALM094,Alamo,Home and lifestyle,49.0,2.0,2023-09-22,2025-07-22 10:18:00,Ewallet,8.0,0.33,98.0,10,Friday,September,Morning,0.3234,0.3234
1678,WALM010,Laredo,Fashion accessories,25.0,3.0,2021-12-06,2025-07-22 20:35:00,Ewallet,8.0,0.48,75.0,20,Monday,December,Evening,0.36,0.36
1679,WALM001,Houston,Home and lifestyle,80.0,1.0,2022-10-07,2025-07-22 19:11:00,Ewallet,8.0,0.36,80.0,19,Friday,October,Evening,0.288,0.288
1680,WALM060,DeSoto,Fashion accessories,23.0,3.0,2020-09-04,2025-07-22 09:18:00,Ewallet,5.0,0.33,69.0,9,Friday,September,Morning,0.22769999999999999,0.22769999999999999
1681,WALM040,Edinburg,Home and lifestyle,18.0,1.0,2022-07-06,2025-07-22 11:04:00,Ewallet,4.0,0.48,18.0,11,Wednesday,July,Morning,0.08639999999999999,0.08639999999999999
1682,WALM057,Euless,Fashion accessories,66.0,2.0,2020-10-26,2025-07-22 07:05:00,Ewallet,8.0,0.33,132.0,7,Monday,October,Morning,0.4356,0.4356
1683,WALM051,New Braunfels,Home and lifestyle,35.0,2.0,2020-08-02,2025-07-22 19:02:00,Ewallet,6.0,0.48,70.0,19,Sunday,August,Evening,0.33599999999999997,0.33599999999999997
1684,WALM090,Brownwood,Fashion accessories,81.0,3.0,2023-11-28,2025-07-22 11:06:00,Ewallet,5.0,0.33,243.0,11,Tuesday,November,Morning,0.8019,0.8019
1685,WALM047,Flower Mound,Home and lifestyle,70.0,3.0,2021-10-19,2025-07-22 16:05:00,Ewallet,8.0,0.48,210.0,16,Tuesday,October,Afternoon,1.008,1.008
1686,WALM051,New Braunfels,Fashion accessories,24.0,3.0,2022-10-24,2025-07-22 11:48:00,Ewallet,8.0,0.48,72.0,11,Monday,October,Morning,0.34559999999999996,0.34559999999999996
1687,WALM048,Harlingen,Home and lifestyle,77.0,1.0,2023-08-25,2025-07-22 22:06:00,Ewallet,7.0,0.48,77.0,22,Friday,August,Night,0.3696,0.3696
1688,WALM083,Farmers Branch,Fashion accessories,48.0,3.0,2023-02-13,2025-07-22 12:28:00,Ewallet,9.0,0.33,144.0,12,Monday,February,Afternoon,0.4752,0.4752
1689,WALM068,Burleson,Home and lifestyle,33.0,2.0,2023-03-03,2025-07-22 18:38:00,Ewallet,7.0,0.33,66.0,18,Friday,March,Evening,0.2178,0.2178
1690,WALM037,League City,Fashion accessories,59.0,3.0,2023-12-12,2025-07-22 21:15:00,Ewallet,5.0,0.48,177.0,21,Tuesday,December,Night,0.8495999999999999,0.8495999999999999
1691,WALM061,Cedar Park,Home and lifestyle,84.0,1.0,2022-03-17,2025-07-22 18:24:00,Ewallet,9.0,0.33,84.0,18,Thursday,March,Evening,0.2772,0.2772
1692,WALM095,Big Spring,Fashion accessories,58.0,1.0,2021-06-21,2025-07-22 17:12:00,Ewallet,6.0,0.33,58.0,17,Monday,June,Evening,0.1914,0.1914
1693,WALM002,Dallas,Home and lifestyle,59.0,3.0,2023-07-02,2025-07-22 09:59:00,Ewallet,5.0,0.36,177.0,9,Sunday,July,Morning,0.6372,0.6372
1694,WALM063,Georgetown,Fashion accessories,54.0,2.0,2020-05-08,2025-07-22 17:17:00,Ewallet,9.0,0.33,108.0,17,Friday,May,Evening,0.3564,0.3564
1695,WALM062,Galveston,Home and lifestyle,85.0,2.0,2022-03-19,2025-07-22 15:10:00,Ewallet,8.0,0.33,170.0,15,Saturday,March,Afternoon,0.5609999999999999,0.5609999999999999
1696,WALM076,Huntsville,Fashion accessories,85.0,1.0,2020-07-28,2025-07-22 20:12:00,Ewallet,8.0,0.33,85.0,20,Tuesday,July,Evening,0.28049999999999997,0.28049999999999997
1697,WALM052,Mansfield,Home and lifestyle,58.0,3.0,2020-09-15,2025-07-22 13:34:00,Ewallet,7.0,0.57,174.0,13,Tuesday,September,Afternoon,0.9917999999999999,0.9917999999999999
1698,WALM005,Fort Worth,Fashion accessories,47.0,1.0,2021-10-25,2025-07-22 06:38:00,Ewallet,5.0,0.48,47.0,6,Monday,October,Morning,0.22559999999999997,0.22559999999999997
1699,WALM052,Mansfield,Home and lifestyle,19.0,1.0,2022-12-02,2025-07-22 13:30:00,Ewallet,6.0,0.57,19.0,13,Friday,December,Afternoon,0.1083,0.1083
1700,WALM027,Abilene,Fashion accessories,70.0,3.0,2021-11-18,2025-07-22 10:19:00,Ewallet,9.0,0.48,210.0,10,Thursday,November,Morning,1.008,1.008
1701,WALM036,Allen,Home and lifestyle,24.0,3.0,2023-06-11,2025-07-22 17:37:00,Ewallet,4.0,0.48,72.0,17,Sunday,June,Evening,0.34559999999999996,0.34559999999999996
1702,WALM017,McKinney,Fashion accessories,47.0,1.0,2023-07-29,2025-07-22 19:01:00,Ewallet,7.0,0.48,47.0,19,Saturday,July,Evening,0.22559999999999997,0.22559999999999997
1703,WALM036,Allen,Home and lifestyle,42.0,2.0,2021-06-04,2025-07-22 22:44:00,Ewallet,6.0,0.48,84.0,22,Friday,June,Night,0.40319999999999995,0.40319999999999995
1704,WALM037,League City,Fashion accessories,17.0,1.0,2023-01-03,2025-07-22 17:20:00,Ewallet,4.0,0.48,17.0,17,Tuesday,January,Evening,0.08159999999999999,0.08159999999999999
1705,WALM024,Carrollton,Home and lifestyle,77.0,3.0,2023-11-25,2025-07-22 13:36:00,Ewallet,9.0,0.48,231.0,13,Saturday,November,Afternoon,1.1088,1.1088
1706,WALM001,Houston,Fashion accessories,44.0,2.0,2023-04-14,2025-07-22 11:28:00,Ewallet,9.0,0.36,88.0,11,Friday,April,Morning,0.31679999999999997,0.31679999999999997
1707,WALM068,Burleson,Home and lifestyle,67.0,3.0,2023-10-19,2025-07-22 16:14:00,Ewallet,6.0,0.33,201.0,16,Thursday,October,Afternoon,0.6633,0.6633
1708,WALM041,Mission,Fashion accessories,34.0,1.0,2022-11-14,2025-07-22 16:55:00,Ewallet,8.0,0.48,34.0,16,Monday,November,Afternoon,0.16319999999999998,0.16319999999999998
1709,WALM079,La Porte,Home and lifestyle,78.0,1.0,2023-08-13,2025-07-22 19:51:00,Ewallet,5.0,0.33,78.0,19,Sunday,August,Evening,0.2574,0.2574
1710,WALM011,Lubbock,Fashion accessories,25.0,1.0,2021-01-14,2025-07-22 14:57:00,Ewallet,9.0,0.48,25.0,14,Thursday,January,Afternoon,0.12,0.12
1711,WALM051,New Braunfels,Home and lifestyle,49.0,1.0,2022-05-30,2025-07-22 15:03:00,Ewallet,7.0,0.48,49.0,15,Monday,May,Afternoon,0.2352,0.2352
1712,WALM069,Rockwall,Fashion accessories,52.0,2.0,2022-04-11,2025-07-22 20:10:00,Ewallet,4.0,0.33,104.0,20,Monday,April,Evening,0.3432,0.3432
1713,WALM062,Galveston,Home and lifestyle,73.0,1.0,2023-08-16,2025-07-22 13:05:00,Ewallet,8.0,0.33,73.0,13,Wednesday,August,Afternoon,0.2409,0.2409
1714,WALM007,Arlington,Fashion accessories,26.0,2.0,2022-05-17,2025-07-22 22:40:00,Ewallet,5.0,0.48,52.0,22,Tuesday,May,Night,0.2496,0.2496
1715,WALM037,League City,Home and lifestyle,52.0,2.0,2021-01-26,2025-07-22 08:14:00,Ewallet,6.0,0.48,104.0,8,Tuesday,January,Morning,0.4992,0.4992
1716,WALM024,Carrollton,Fashion accessories,39.0,3.0,2023-03-28,2025-07-22 17:08:00,Ewallet,6.0,0.48,117.0,17,Tuesday,March,Evening,0.5616,0.5616
1717,WALM006,El Paso,Home and lifestyle,50.0,3.0,2023-09-21,2025-07-22 06:35:00,Ewallet,6.0,0.48,150.0,6,Thursday,September,Morning,0.72,0.72
1718,WALM006,El Paso,Fashion accessories,37.0,3.0,2022-08-09,2025-07-22 17:27:00,Ewallet,7.0,0.48,111.0,17,Tuesday,August,Evening,0.5327999999999999,0.5327999999999999
1719,WALM063,Georgetown,Home and lifestyle,59.0,3.0,2023-02-07,2025-07-22 09:24:00,Ewallet,9.0,0.33,177.0,9,Tuesday,February,Morning,0.5841,0.5841
1720,WALM069,Rockwall,Fashion accessories,53.0,2.0,2020-02-07,2025-07-22 12:54:00,Ewallet,7.0,0.33,106.0,12,Friday,February,Afternoon,0.3498,0.3498
1721,WALM020,Killeen,Home and lifestyle,64.0,3.0,2021-04-17,2025-07-22 13:53:00,Ewallet,7.0,0.48,192.0,13,Saturday,April,Afternoon,0.9216,0.9216
1722,WALM017,McKinney,Fashion accessories,59.0,3.0,2020-04-09,2025-07-22 12:28:00,Ewallet,9.0,0.48,177.0,12,Thursday,April,Afternoon,0.8495999999999999,0.8495999999999999
1723,WALM098,Mineral Wells,Home and lifestyle,68.0,1.0,2020-02-15,2025-07-22 11:16:00,Ewallet,5.0,0.18,68.0,11,Saturday,February,Morning,0.1224,0.1224
1724,WALM069,Rockwall,Fashion accessories,55.0,2.0,2022-05-14,2025-07-22 21:50:00,Ewallet,7.0,0.33,110.0,21,Saturday,May,Night,0.363,0.363
1725,WALM098,Mineral Wells,Home and lifestyle,39.0,2.0,2023-03-22,2025-07-22 14:52:00,Ewallet,6.0,0.18,78.0,14,Wednesday,March,Afternoon,0.1404,0.1404
1726,WALM079,La Porte,Fashion accessories,82.0,1.0,2022-03-22,2025-07-22 17:06:00,Ewallet,8.0,0.33,82.0,17,Tuesday,March,Evening,0.2706,0.2706
1727,WALM059,Pflugerville,Home and lifestyle,61.0,3.0,2022-12-30,2025-07-22 21:45:00,Ewallet,8.0,0.33,183.0,21,Friday,December,Night,0.6039,0.6039
1728,WALM022,Mesquite,Fashion accessories,28.0,3.0,2023-04-07,2025-07-22 18:34:00,Ewallet,9.0,0.48,84.0,18,Friday,April,Evening,0.40319999999999995,0.40319999999999995
1729,WALM022,Mesquite,Home and lifestyle,61.0,1.0,2021-11-02,2025-07-22 16:54:00,Ewallet,4.0,0.48,61.0,16,Tuesday,November,Afternoon,0.29279999999999995,0.29279999999999995
1730,WALM006,El Paso,Fashion accessories,84.0,1.0,2021-04-21,2025-07-22 21:52:00,Ewallet,9.0,0.48,84.0,21,Wednesday,April,Night,0.40319999999999995,0.40319999999999995
1731,WALM017,McKinney,Home and lifestyle,58.0,1.0,2021-12-20,2025-07-22 13:57:00,Ewallet,8.0,0.48,58.0,13,Monday,December,Afternoon,0.2784,0.2784
1732,WALM015,Grand Prairie,Fashion accessories,41.0,1.0,2022-01-04,2025-07-22 11:04:00,Ewallet,4.0,0.48,41.0,11,Tuesday,January,Morning,0.19679999999999997,0.19679999999999997
1733,WALM053,Conroe,Home and lifestyle,20.0,1.0,2020-10-15,2025-07-22 21:37:00,Ewallet,5.0,0.57,20.0,21,Thursday,October,Night,0.11399999999999999,0.11399999999999999
1734,WALM033,Pearland,Fashion accessories,31.0,1.0,2023-08-06,2025-07-22 20:37:00,Ewallet,4.0,0.48,31.0,20,Sunday,August,Evening,0.1488,0.1488
1735,WALM045,Missouri City,Home and lifestyle,85.0,2.0,2022-03-10,2025-07-22 08:19:00,Credit card,8.0,0.48,170.0,8,Thursday,March,Morning,0.816,0.816
1736,WALM002,Dallas,Fashion accessories,54.0,1.0,2021-10-14,2025-07-22 07:43:00,Ewallet,5.0,0.36,54.0,7,Thursday,October,Morning,0.1944,0.1944
1737,WALM071,Lufkin,Home and lifestyle,20.0,3.0,2020-05-23,2025-07-22 15:22:00,Ewallet,4.0,0.33,60.0,15,Saturday,May,Afternoon,0.198,0.198
1738,WALM077,Coppell,Fashion accessories,43.0,3.0,2020-11-27,2025-07-22 06:05:00,Ewallet,6.0,0.33,129.0,6,Friday,November,Morning,0.4257,0.4257
1739,WALM071,Lufkin,Home and lifestyle,54.0,1.0,2022-10-10,2025-07-22 22:03:00,Ewallet,7.0,0.33,54.0,22,Monday,October,Night,0.1782,0.1782
1740,WALM093,Angleton,Fashion accessories,51.0,3.0,2022-09-10,2025-07-22 18:02:00,Ewallet,7.0,0.33,153.0,18,Saturday,September,Evening,0.5049,0.5049
1741,WALM005,Fort Worth,Home and lifestyle,45.0,3.0,2021-11-08,2025-07-22 09:06:00,Ewallet,9.0,0.48,135.0,9,Monday,November,Morning,0.6479999999999999,0.6479999999999999
1742,WALM019,Pasadena,Fashion accessories,40.0,1.0,2023-01-19,2025-07-22 12:07:00,Ewallet,6.0,0.48,40.0,12,Thursday,January,Afternoon,0.19199999999999998,0.19199999999999998
1743,WALM083,Farmers Branch,Home and lifestyle,29.0,2.0,2023-05-01,2025-07-22 16:14:00,Ewallet,8.0,0.33,58.0,16,Monday,May,Afternoon,0.1914,0.1914
1744,WALM092,Lake Jackson,Fashion accessories,63.0,2.0,2021-09-12,2025-07-22 14:20:00,Ewallet,7.0,0.33,126.0,14,Sunday,September,Afternoon,0.4158,0.4158
1745,WALM015,Grand Prairie,Home and lifestyle,41.0,1.0,2021-10-08,2025-07-22 13:54:00,Ewallet,9.0,0.48,41.0,13,Friday,October,Afternoon,0.19679999999999997,0.19679999999999997
1746,WALM005,Fort Worth,Fashion accessories,67.0,2.0,2023-09-02,2025-07-22 21:00:00,Ewallet,8.0,0.48,134.0,21,Saturday,September,Night,0.6432,0.6432
1747,WALM033,Pearland,Home and lifestyle,74.0,3.0,2022-08-16,2025-07-22 18:53:00,Ewallet,5.0,0.48,222.0,18,Tuesday,August,Evening,1.0655999999999999,1.0655999999999999
1748,WALM026,Denton,Fashion accessories,52.0,2.0,2021-03-05,2025-07-22 08:59:00,Ewallet,9.0,0.48,104.0,8,Friday,March,Morning,0.4992,0.4992
1749,WALM076,Huntsville,Home and lifestyle,57.0,1.0,2020-09-17,2025-07-22 14:27:00,Ewallet,9.0,0.33,57.0,14,Thursday,September,Afternoon,0.1881,0.1881
1750,WALM052,Mansfield,Fashion accessories,30.0,3.0,2020-07-27,2025-07-22 13:12:00,Ewallet,9.0,0.57,90.0,13,Monday,July,Afternoon,0.5129999999999999,0.5129999999999999
1751,WALM096,Eagle Pass,Home and lifestyle,74.0,3.0,2021-05-11,2025-07-22 19:28:00,Ewallet,4.0,0.33,222.0,19,Tuesday,May,Evening,0.7326,0.7326
1752,WALM080,Nacogdoches,Fashion accessories,76.0,1.0,2023-08-08,2025-07-22 06:21:00,Ewallet,9.0,0.33,76.0,6,Tuesday,August,Morning,0.2508,0.2508
1753,WALM052,Mansfield,Home and lifestyle,47.0,3.0,2020-06-10,2025-07-22 06:54:00,Ewallet,8.0,0.57,141.0,6,Wednesday,June,Morning,0.8036999999999999,0.8036999999999999
1754,WALM071,Lufkin,Fashion accessories,26.0,3.0,2023-02-27,2025-07-22 06:04:00,Ewallet,9.0,0.33,78.0,6,Monday,February,Morning,0.2574,0.2574
